# Data printout from CCMC-simulation: version PD4D-1.3
# Data type:  TIE-GCM  ionosphere
# Run name:   Nick_Gross_071624_IT_1
# Missing data:          NaN
# Coordinate System: GEO
# Satellite Track: gracefo1_512972009515
# Output data: field with 1x7181=7181 elements
# Year Month Day Hour Min Sec    Lon    Lat    H            T_n        Vn_Lon        Vn_Lat        WN        rho(O2)        rho(O)        N2        rho(NO)        rho(N4S)        HE        N_e        T_e        T_i        TEC        N(O2+)        N(O+)        PHI        Vi_Lon        Vi_Lat        Vi_IP        DEN        QJOULE        HMF2        NMF2        Z        ZG        SIGMA_PED        SIGMA_HAL        NO_COOL        T_lbc        Vlbc_Lon        Vlbc_Lat        TN_lbc        VN,lbc_Lon        VN,lbc_Lat        NmF2        HmF2        
#  [year]  [month]  [day]  [h]  [m]  [s]  [deg]  [deg]  [km]  [K]  [m/s]  [m/s]  [m/s]  [mmr]  [mmr]  [mmr]  [mmr]  [mmr]  [mmr]  [cm-3]  [K]  [K]  [TECU]  [cm-3]  [cm-3]  [V]  [m/s]  [m/s]  [m/s]  [kg/m3]  [mW/kg]  [km]  [cm-3]  [km]  [km]  [S/m]  [S/m]  [mW/kg]  [K]  [m/s]  [m/s]  [K]  [m/s]  [m/s]  [cm-3]  [km]
2024  05  11  01  54   0.000      43.846     -67.830      486.44      1535.7     -370.29      347.20      30.794    0.021243     0.68240     0.29635  0.00061577   0.0047153      0.0000  1.3611E+05      3568.0      2633.7      15.878      1017.9  1.2346E+05      59982.      431.01      869.32     -68.675  3.3117E-12  2.0670E+05      119.53  6.6149E+05      499.02      486.44  2.5172E-07  1.3135E-10      247.87      180.77     -19.990     -25.257      180.77     -20.006     -25.240  6.2872E+05      115.73
2024  05  11  01  55   0.000      44.009     -64.030      486.93      1430.3     -121.59      529.18      33.663    0.024564     0.64862     0.32682  0.00074593   0.0046786      0.0000  1.3545E+05      3505.4      2037.8      16.503      1063.6  1.2286E+05      50096.      559.07      670.93      27.885  2.9179E-12      98881.      120.66  6.8731E+05      499.40      486.93  2.1613E-07  9.3116E-11      220.54      180.80     -21.436     -29.945      180.80     -21.455     -29.925  6.7696E+05      115.42
2024  05  11  01  56   0.000      44.071     -60.220      487.41      1406.7      29.047      557.78     -4.7398    0.024474     0.64805     0.32748  0.00079832   0.0051478      0.0000  1.6736E+05      3350.1      1722.6      17.236      758.99  1.5350E+05      42179.      453.61      431.48      51.316  2.5169E-12      47961.      157.35  6.0132E+05      499.75      487.41  2.4215E-07  8.9956E-11      197.17      180.76     -22.132     -32.700      180.76     -22.152     -32.679  6.5672E+05      121.30
2024  05  11  01  57   0.000      44.069     -56.410      487.87      1466.4      99.127      435.48     -22.243    0.023869     0.65363     0.32250  0.00081069   0.0056942      0.0000  2.1772E+05      3072.3      1683.8      17.319      518.24  2.0177E+05      35679.      353.81      281.12      53.543  2.4899E-12      29748.      416.99  2.8048E+05      500.05      487.87  3.4137E-07  1.3226E-10      216.09      180.79     -19.895     -33.104      180.79     -19.915     -33.081  5.7286E+05      123.58
2024  05  11  01  58   0.000      44.021     -52.600      488.30      1527.6      115.72      297.71     -18.174    0.022959     0.66206     0.31498  0.00077725   0.0058869      0.0000  2.2153E+05      2956.5      1675.4      14.968      401.14  2.0556E+05      30950.      279.57      200.04      45.903  2.6653E-12      13733.      428.30  2.7970E+05      500.31      488.30  4.0464E-07  1.7677E-10      242.11      180.80     -16.954     -30.994      180.80     -16.973     -30.971  4.3743E+05      125.48
2024  05  11  01  59   0.000      43.941     -48.790      488.70      1535.2      99.242      213.92     -8.7646    0.021442     0.67475     0.30381  0.00069901   0.0055546      0.0000  1.6880E+05      2962.8      1626.0      10.682      321.24  1.5661E+05      27325.      193.65      137.66      28.513  2.8854E-12      4113.3      423.21  2.2981E+05      500.56      488.70  3.5716E-07  1.7368E-10      242.27      180.84     -11.500     -26.561      180.84     -11.516     -26.542  2.8817E+05      126.87
2024  05  11  02  00   0.000      43.837     -44.980      489.07      1515.9      66.646      176.25     -7.0689    0.018909     0.69929     0.28180  0.00057859   0.0047407      0.0000  1.0596E+05      3089.4      1572.1      6.4160      246.61      98705.      25420.      128.98      99.571      12.941  3.0857E-12      1686.6      419.96  1.5408E+05      500.74      489.07  2.5712E-07  1.4063E-10      217.87      180.77     -3.0647     -20.061      180.78     -3.0771     -20.047  1.6160E+05      127.61
2024  05  11  02  01   0.000      43.714     -41.180      489.40      1491.0      38.254      149.40     -6.1458    0.015744     0.73294     0.25132  0.00044528   0.0037938      0.0000      59587.      3352.8      1525.7      3.3800      178.79      55867.      24036.      91.227      74.827      4.2279  3.2307E-12      798.82      417.67      90070.      500.88      489.40  1.6334E-07  9.7952E-11      179.19      180.96      7.1204     -11.654      180.97      7.1120     -11.647      79718.      403.12
2024  05  11  02  02   0.000      43.577     -37.370      489.69      1455.7      19.598      133.96     -5.0222    0.012359     0.77318     0.21446  0.00032010   0.0029532      0.0000      32507.      3872.9      1482.2      1.7141      136.40      30705.      22930.      89.175      52.393      8.6358  3.3486E-12      609.58      419.08      48346.      501.00      489.69  9.8324E-08  6.3315E-11      134.95      181.39      19.334     -2.3742      181.40      19.330     -2.3759      40571.      407.07
2024  05  11  02  03   0.000      43.430     -33.560      489.93      1420.7      8.4266      124.74     -4.7444   0.0092322     0.81348     0.17729  0.00021562   0.0022827      0.0000      16744.      4692.6      1448.0     0.84580      107.35      15919.      21680.      102.08      25.326      20.468  3.4478E-12      542.98      423.44      23891.      501.07      489.93  5.5394E-08  3.7947E-11      94.287      181.37      30.429      6.4662      181.38      30.427      6.4559      18871.      418.43
2024  05  11  02  04   0.000      43.273     -29.750      490.12      1393.2      4.8708      117.59     -4.5042   0.0070789     0.84422     0.14870  0.00015030   0.0017380      0.0000      9880.6      5693.5      1422.6     0.53722      89.128      9395.8      20307.      102.38     -1.7319      29.811  3.5341E-12      421.15      428.73      13236.      501.12      490.12  3.4727E-08  2.4809E-11      67.353      181.86      39.208      13.579      181.87      39.209      13.561      10407.      437.40
2024  05  11  02  05   0.000      43.110     -25.940      490.26      1362.6     0.79294      109.07     -4.5450   0.0049503     0.87792     0.11713  9.1932E-05   0.0012705      0.0000      7137.6      6494.3      1388.6     0.42364      68.137      6807.2      19121.      75.557     -19.419      29.859  3.6225E-12      292.55      428.09      8915.9      501.12      490.25  2.6536E-08  1.9807E-11      42.085      181.94      45.248      18.636      181.95      45.251      18.611      7329.4      452.50
2024  05  11  02  06   0.000      42.941     -22.130      490.34      1327.6     -6.8574      96.298     -5.6993   0.0026757     0.91800    0.079325  4.0319E-05  0.00095724      0.0000      6499.8      7023.1      1347.2     0.38838      40.554      6282.8      18445.      35.945     -24.197      23.749  3.7148E-12      202.63      425.56      7969.2      501.07      490.34  2.5587E-08  2.0053E-11      18.830      181.74      46.063      20.872      181.74      46.068      20.844      6690.6      466.56
2024  05  11  02  07   0.000      42.768     -18.320      490.36      1306.9     -2.8808      81.609     -6.6264   0.0013841     0.94266    0.055954  1.6703E-05  0.00076114      0.0000      7182.3      7012.9      1321.2     0.40696      22.905      7025.1      18224.      3.0032     -22.929      18.463  3.7950E-12      153.97      434.33      8862.4      501.00      490.35  2.9440E-08  2.3905E-11      7.9246      181.04      39.602      18.947      181.04      39.605      18.918      7385.7      484.48
2024  05  11  02  08   0.000      42.591     -14.510      490.31      1308.2      22.248      70.141     -6.1758   0.0011875     0.94359    0.055224  1.5052E-05  0.00065457      0.0000      9313.2      6244.9      1323.4     0.48741      19.957      9170.2      18388.     -29.591     -20.975      15.510  3.8538E-12      202.30      444.79      11538.      500.88      490.32  3.8913E-08  3.2141E-11      7.2553      179.66      32.720      14.763      179.66      32.723      14.736      9537.6      501.62
2024  05  11  02  09   0.000      42.412     -10.700      490.21      1322.6      52.789      62.172     -5.3362   0.0013842     0.93280    0.065816  1.9139E-05  0.00074170      0.0000      12629.      5319.6      1345.8     0.61150      26.884      12428.      18800.     -56.260     -17.772      14.380  3.9038E-12      434.76      449.85      15868.      500.74      490.20  5.3125E-08  4.4416E-11      9.4658      177.79      26.085      9.5603      177.78      26.085      9.5378      12997.      508.16
2024  05  11  02  10   0.000      42.231     -6.8900      490.04      1340.1      70.777      53.320     -5.3024   0.0015130     0.92395    0.074536  2.1368E-05  0.00090130      0.0000      18434.      4599.6      1372.3     0.81639      54.934      17716.      19340.     -73.622     -13.588      14.593  3.9397E-12      846.66      446.76      22770.      500.54      490.04  7.6338E-08  6.4314E-11      10.868      175.65      19.248      2.4752      175.64      19.247      2.4597      19172.      502.93
2024  05  11  02  11   0.000      42.049     -3.0700      489.81      1360.8      63.206      37.565     -5.8432   0.0016542     0.91702    0.081328  2.3033E-05  0.00088459      0.0000      26831.      4005.0      1394.8      1.0688      65.899      25574.      19886.     -84.833     -9.3091      15.720  3.9582E-12      1150.3      439.66      29586.      500.30      489.81  1.0960E-07  9.2771E-11      12.052      173.42      15.138     -3.8958      173.41      15.136     -3.9033      28002.      488.53
2024  05  11  02  12   0.000      41.867     0.74000      489.51      1406.3      34.731      18.384     -4.9154   0.0032928     0.88213     0.11458  5.5973E-05  0.00061335      0.0000      33040.      3706.2      1435.2      1.3261      151.81      30626.      20339.     -93.592     -5.0418      17.431  3.9480E-12      971.11      439.10      27449.      500.02      489.52  1.2725E-07  1.0499E-10      29.866      171.75      14.440     -9.0594      171.74      14.437     -9.0583      34666.      484.42
2024  05  11  02  13   0.000      41.685      4.5500      489.16      1502.1    -0.77341      6.9715     -2.4748   0.0093723     0.78460     0.20603  0.00019579  0.00031878      0.0000      31866.      3730.7      1522.4      1.4839      561.77      27120.      20612.     -91.471    -0.73527      19.144  3.9094E-12      431.86      461.60      19449.      499.72      489.16  1.0524E-07  7.9208E-11      102.75      170.53      16.217     -12.084      170.52      16.214     -12.075      32853.      487.87
2024  05  11  02  14   0.000      41.503      8.3600      488.74      1609.8     -47.096     -3.5682     -2.1624    0.017929     0.67492     0.30715  0.00039515  0.00023689      0.0000      30661.      3904.9      1624.4      1.6635      1355.3      21916.      20673.     -92.065      3.6434      20.234  3.8745E-12      106.81      516.14      15801.      499.38      488.74  7.9791E-08  5.1795E-11      199.53      170.20      19.961     -12.378      170.20      19.958     -12.362      30936.      495.35
2024  05  11  02  15   0.000      41.323      12.170      488.27      1663.1     -118.23     -22.259     -2.6561    0.022473     0.63016     0.34737  0.00049351  0.00031325      0.0000      33515.      4053.2      1679.5      1.9255      1997.9      21173.      20489.     -86.832      7.6549      20.309  3.8702E-12      131.12      559.07      16775.      498.97      488.27  7.3456E-08  4.3275E-11      245.64      170.76      21.475     -9.9419      170.76      21.472     -9.9211      34100.      496.91
2024  05  11  02  16   0.000      41.145      15.990      487.74      1663.5     -215.32     -45.395     -2.5216    0.022066     0.64261     0.33533  0.00048306  0.00050133      0.0000      38962.      4091.9      1699.7      2.2264      2121.5      24987.      20099.     -80.417      11.206      19.759  3.8979E-12      1028.7      552.42      19375.      498.52      487.74  8.0752E-08  4.7171E-11      247.12      171.90      26.951     -5.0673      171.90      26.948     -5.0439      40424.      463.21
2024  05  11  02  17   0.000      40.970      19.800      487.16      1633.0     -316.62     -70.042     -2.2674    0.018787     0.68735     0.29386  0.00042587  0.00094896      0.0000      46461.      4050.1      1716.2      2.6011      1851.1      32528.      19534.     -69.834      14.149      19.037  3.9655E-12      4146.1      518.76      24391.      498.02      487.16  9.7714E-08  5.9524E-11      230.16      173.57      31.623      1.1191      173.58      31.620      1.1430      49666.      438.17
2024  05  11  02  18   0.000      40.798      23.610      486.53      1635.7     -380.81     -96.620     -1.7043    0.019195     0.68802     0.29279  0.00049272   0.0017687      0.0000      52659.      3995.6      1768.9      2.9823      1864.8      37816.      18890.     -55.621      16.574      18.264  4.0465E-12      8021.4      477.31      31899.      497.51      486.53  1.0560E-07  6.3705E-11      272.68      175.64      33.066      7.1545      175.65      33.063      7.1770      58925.      417.50
2024  05  11  02  19   0.000      40.631      27.430      485.87      1733.4     -403.21     -126.13     -1.4571    0.029373     0.57050     0.40013  0.00089115   0.0029993      0.0000      53058.      3922.5      1901.1      3.3040      2801.1      33865.      18272.     -38.046      18.581      17.610  4.1217E-12      9005.1      440.35      41030.      497.00      485.86  8.5387E-08  4.4695E-11      450.14      177.85      34.043      11.770      177.86      34.039      11.789      64789.      387.30
2024  05  11  02  20   0.000      40.470      31.240      485.16      1844.3     -414.85     -155.20     -2.2800    0.041129     0.44265     0.51622   0.0013716   0.0038827      0.0000      52356.      3914.1      2047.7      3.6050      3926.1      28223.      17790.     -13.842      20.181      17.298  4.2108E-12      9146.3      409.80      50356.      496.46      485.16  6.5157E-08  2.8187E-11      609.28      179.97      33.269      15.485      179.98      33.265      15.500      71439.      342.56
2024  05  11  02  21   0.000      40.317      35.060      484.42      1884.3     -419.07     -175.20     -1.7309    0.046751     0.39401     0.55924   0.0016403   0.0041079      0.0000      53170.      3966.7      2120.1      3.8878      4491.1      26605.      17672.      9.9735      22.175      17.476  4.3008E-12      10048.      384.35      59950.      495.89      484.42  5.8326E-08  2.3223E-11      683.13      181.62      28.362      16.650      181.62      28.357      16.660      79834.      332.48
2024  05  11  02  22   0.000      40.174      38.870      483.66      1902.4     -420.37     -190.78     -1.0545    0.050344     0.36747     0.58219   0.0018328   0.0042238      0.0000      54027.      4024.8      2173.7      4.1451      4882.1      25738.      17982.      41.523      24.506      18.494  4.3860E-12      11317.      361.32      69705.      495.30      483.66  5.4226E-08  2.0475E-11      736.85      183.11      22.753      16.068      183.11      22.748      16.073      88484.      308.77
2024  05  11  02  23   0.000      40.042      42.690      482.88      1913.8     -418.27     -202.80    -0.69121    0.053205     0.34757     0.59922   0.0019907   0.0043157      0.0000      54677.      4070.6      2227.5      4.3896      5210.2      24949.      19011.      81.371      26.817      20.070  4.4663E-12      12877.      341.56      79725.      494.69      482.88  5.1050E-08  1.8519E-11      777.49      183.96      17.438      13.615      183.96      17.433      13.617      97124.      294.63
2024  05  11  02  24   0.000      39.927      46.510      482.09      1922.6     -409.09     -210.66    -0.74437    0.055670     0.33131     0.61303   0.0021257   0.0044675      0.0000      55446.      4098.6      2264.1      4.6378      5484.0      24563.      20760.      114.18      26.678      20.100  4.5453E-12      13878.      324.59      90072.      494.08      482.09  4.8812E-08  1.7148E-11      811.05      184.46      10.831      10.901      184.46      10.827      10.901  1.0602E+05      281.29
2024  05  11  02  25   0.000      39.832      50.320      481.29      1931.8     -385.28     -215.68     -1.9279    0.058019     0.31617     0.62580   0.0022474   0.0048321      0.0000      56485.      4110.7      2257.8      4.9172      5721.5      24688.      23160.      123.07      18.523      15.728  4.6241E-12      13127.      311.72  1.0097E+05      493.45      481.29  4.7414E-08  1.6220E-11      838.19      184.44      5.2589      7.9706      184.44      5.2560      7.9690  1.1543E+05      279.97
2024  05  11  02  26   0.000      39.764      54.140      480.49      1937.8     -340.65     -221.03     -4.1788    0.060571     0.30027     0.63917   0.0023729   0.0054122      0.0000      58271.      4105.9      2229.6      5.4432      6020.1      25419.      25731.      131.45      10.594      12.454  4.7289E-12      11705.      294.78  1.1523E+05      492.82      480.49  4.7181E-08  1.5867E-11      862.78      183.99     0.88073      5.3400      183.99     0.87872      5.3377  1.3086E+05      247.64
2024  05  11  02  27   0.000      39.733      57.960      479.69      1937.1     -275.69     -221.52     -4.4083    0.063393     0.28352     0.65309   0.0025051   0.0060847      0.0000      63554.      4082.3      2223.8      6.9747      6692.2      28222.      28825.      183.44      16.258      17.060  4.9124E-12      12117.      170.80  2.3021E+05      492.18      479.69  5.0858E-08  1.7258E-11      891.54      183.40     -1.7814      3.1978      183.40     -1.7824      3.1951  2.2509E+05      125.62
2024  05  11  02  28   0.000      39.755      61.770      478.91      1933.1     -211.31     -206.40      3.5017    0.066078     0.26922     0.66470   0.0026084   0.0065751      0.0000      74877.      4078.6      2265.4      9.8702      8150.5      34418.      33565.      279.64      47.944      30.633  5.1800E-12      16273.      124.13  4.4161E+05      491.54      478.91  6.1115E-08  2.1465E-11      926.20      182.71     -4.1346      1.7317      182.71     -4.1350      1.7290  4.1419E+05      120.69
2024  05  11  02  29   0.000      39.854      65.590      478.15      1990.4     -182.66     -134.40      4.2014    0.065965     0.27360     0.66044   0.0025752   0.0068404      0.0000      87777.      4154.8      2514.2      12.787      9229.8      41685.      41007.      463.04      120.55      55.859  5.2573E-12      31509.      119.39  5.9527E+05      490.91      478.15  7.3035E-08  2.6504E-11      982.25      182.00     -5.0125     0.78875      182.00     -5.0125     0.78620  5.7150E+05      118.47
2024  05  11  02  30   0.000      40.074      69.410      477.41      2003.2     -230.89     -127.09     -5.5589    0.065559     0.27630     0.65815   0.0025782   0.0065027      0.0000      86200.      4160.1      3147.8      12.634      9036.3      39142.      54314.      730.02      263.72      92.571  5.1878E-12      69078.      114.45  5.7611E+05      490.30      477.40  7.0874E-08  2.5716E-11      987.68      181.49     -5.5060     0.23355      181.49     -5.5058     0.23107  5.5500E+05      112.03
2024  05  11  02  31   0.000      40.497      73.220      476.69      1955.3     -350.76     -77.042      3.1289    0.064328     0.27817     0.65750   0.0025492   0.0057095      0.0000      80979.      4100.9      2815.0      10.077      7908.5      39206.      72083.      376.07      437.46      85.573  5.5861E-12      49888.      112.49  3.7573E+05      489.69      476.69  7.1914E-08  2.7543E-11      1025.3      181.22     -6.1888   -0.085871      181.22     -6.1885   -0.088174  3.6185E+05      110.89
2024  05  11  02  32   0.000      41.303      77.040      476.02      1919.0     -486.56     -47.596      8.4963    0.060262     0.29484     0.64489   0.0024021   0.0054389      0.0000      75615.      4077.8      2238.7      7.8605      6906.5      38646.      69619.     -526.17      477.46      25.616  5.9273E-12      17313.      219.91  1.8619E+05      489.11      476.02  7.1628E-08  2.8708E-11      1060.1      181.10     -6.3267    -0.15955      181.10     -6.3264    -0.16178  1.9364E+05      151.12
2024  05  11  02  33   0.000      42.970      80.840      475.38      1910.1     -666.42     -20.703      19.212    0.053313     0.32924     0.61744   0.0021074   0.0056932      0.0000      70693.      4117.0      2313.8      7.1136      6341.8      34070.      48998.     -976.88      519.39     -4.1119  5.9752E-12      21687.      257.76  1.7343E+05      488.54      475.38  6.8252E-08  2.8562E-11      1038.6      180.96     -6.0973  -0.0030319      180.96     -6.0970  -0.0052909  1.7517E+05      242.65
2024  05  11  02  34   0.000      47.313      84.620      474.78      1853.2     -813.37     -35.911      7.0530    0.047576     0.35790     0.59451   0.0018172   0.0060321      0.0000      76798.      4068.5      2412.8      7.2563      5565.3      42391.      20764.     -1148.5      613.19     -15.244  5.9132E-12      35748.      263.37  1.7798E+05      488.00      474.78  7.9497E-08  3.5166E-11      922.81      180.97     -6.2374     0.73140      180.97     -6.2375     0.72904  1.7859E+05      246.60
2024  05  11  02  35   0.000      71.285      88.220      474.23      1865.9     -743.11      187.06      47.867    0.047568     0.35247     0.59997   0.0018171   0.0059329      0.0000  1.2574E+05      3827.6      2725.3      9.3510      4721.9      95499.     -11193.     -895.91      1054.1     -16.118  6.8098E-12  1.0180E+05      345.92  1.5596E+05      487.45      474.23  1.7931E-07  9.8130E-11      1055.6      181.01     -5.6021      3.4873      181.01     -5.6032      3.4852  1.7846E+05      248.66
2024  05  11  02  36   0.000     -167.59      87.420      473.73      1946.0      598.81      341.91      38.297    0.048415     0.35393     0.59765   0.0018674   0.0060680      0.0000  2.0092E+05      3565.6      2476.5      14.989      3645.6  1.8067E+05     -43311.      1270.9      270.55     -10.155  7.0740E-12  1.0506E+05      541.05  2.1269E+05      486.97      473.73  3.2688E-07  1.8683E-10      1202.1      181.05      5.9679      2.7783      181.05      5.9669      2.7805  2.1098E+05      525.82
2024  05  11  02  37   0.000     -153.79      83.720      473.28      1984.4      523.48      308.87      4.4263    0.043091     0.38596     0.57095   0.0016262   0.0069580      0.0000  2.2591E+05      3538.7      2420.4      16.392      3118.9  2.0636E+05     -72201.      1046.7     -4.8939    -0.73622  6.9852E-12  1.0122E+05      534.18  2.3099E+05      486.51      473.28  3.7967E-07  2.2376E-10      1159.0      181.08      6.6047      1.0128      181.08      6.6044      1.0153  2.3362E+05      517.57
2024  05  11  02  38   0.000     -150.46      79.930      472.88      1981.0      232.21      361.37      13.677    0.034871     0.43153     0.53360   0.0012708   0.0076170      0.0000  2.1838E+05      3599.4      2484.1      16.038      2748.7  1.9771E+05     -93558.      738.11     -64.415      3.3657  6.8541E-12  1.2189E+05      531.73  2.2746E+05      486.08      472.88  3.7888E-07  2.3362E-10      990.14      181.00      6.8825     0.28537      181.00      6.8825     0.28805  2.2372E+05      519.02
2024  05  11  02  39   0.000     -149.08      76.120      472.54      1998.1      30.432      405.29      17.195    0.032072     0.45222     0.51571   0.0011819   0.0082278      0.0000  2.1654E+05      3626.1      2448.3      16.055      2521.0  1.9541E+05 -1.0823E+05      431.91     -70.848      2.8106  6.5849E-12  1.0980E+05      522.84  2.2536E+05      485.67      472.54  3.6704E-07  2.2345E-10      938.90      180.85      6.9339    -0.43061      180.85      6.9343    -0.42783  2.1925E+05      494.58
2024  05  11  02  40   0.000     -148.39      72.300      472.24      2029.9     -189.05      484.76      8.9601    0.033174     0.45137     0.51546   0.0012428   0.0087915      0.0000  2.2164E+05      3618.9      2323.5      16.633      2424.1  2.0090E+05 -1.1325E+05     -244.88      148.30      11.958  6.2826E-12      69209.      522.00  2.2548E+05      485.30      472.24  3.5750E-07  2.0739E-10      960.20      180.75      6.3272     -1.3228      180.75      6.3281     -1.3201  2.2337E+05      495.10
2024  05  11  02  41   0.000     -148.02      68.480      472.01      2045.7     -354.31      491.59      12.876    0.033625     0.45242     0.51396   0.0012867   0.0092832      0.0000  1.9981E+05      3740.8      2927.5      17.447      2987.1  1.7365E+05     -90374.     -1242.8      559.32      39.935  6.1924E-12  2.0682E+05      537.30  2.0515E+05      484.97      472.01  3.2736E-07  1.9554E-10      991.59      180.55      5.3967     -2.3007      180.55      5.3979     -2.2983  2.8204E+05      185.64
2024  05  11  02  42   0.000     -147.84      64.650      471.82      1978.9     -358.85      374.56      5.8624    0.030321     0.49017     0.47952   0.0011692   0.0096490      0.0000  2.4940E+05      3673.5      2354.2      21.594      2749.6  2.2203E+05     -63491.     -894.27      367.60      28.450  6.1353E-12      95498.      473.93  2.8328E+05      484.68      471.82  4.1987E-07  2.5570E-10      921.44      180.16      4.1115     -3.3600      180.16      4.1134     -3.3582  4.3194E+05      155.14
2024  05  11  02  43   0.000     -147.76      60.830      471.69      1889.2     -328.50      300.14      4.7202    0.023940     0.56352     0.41255  0.00084291   0.0092792      0.0000  3.2709E+05      3428.0      2022.2      22.822      1649.7  3.0459E+05     -47822.     -581.84      223.60      19.578  6.3791E-12      33010.      468.96  3.5596E+05      484.42      471.69  6.4725E-07  4.4206E-10      747.50      179.64      1.4519     -4.4269      179.64      1.4542     -4.4260  3.4803E+05      219.40
2024  05  11  02  44   0.000     -147.75      57.000      471.61      1855.3     -338.53      251.28      2.2034    0.020074     0.60369     0.37623  0.00067807   0.0097319      0.0000  3.7103E+05      3223.0      1955.8      22.319      1116.4  3.5193E+05     -35520.     -519.03      195.04      20.499  6.4515E-12      20003.      478.30  3.8134E+05      484.21      471.61  8.2473E-07  6.0655E-10      634.93      179.37     -2.6532     -5.4274      179.37     -2.6506     -5.4280  3.7257E+05      453.29
2024  05  11  02  45   0.000     -147.79      53.180      471.57      1846.1     -329.42      198.57      1.3255    0.018604     0.61433     0.36707  0.00061994    0.010037      0.0000  4.0024E+05      3140.4      1932.6      22.935      979.33  3.8124E+05     -24767.     -462.41      161.07      17.695  6.4955E-12      11822.      485.81  3.8788E+05      484.04      471.57  9.6911E-07  7.4747E-10      591.45      179.24     -7.7523     -6.1846      179.24     -7.7494     -6.1873  4.0176E+05      463.17
2024  05  11  02  46   0.000     -147.87      49.350      471.58      1854.9     -300.67      140.29     0.69665    0.018816     0.60705     0.37414  0.00063249   0.0098038      0.0000  3.9839E+05      3126.6      1932.6      22.924      996.06  3.8066E+05     -16004.     -402.87      119.23      9.7905  6.5013E-12      6652.4      493.13  3.8464E+05      483.91      471.58  1.0425E-06  8.3185E-10      600.76      179.33     -14.065     -6.5527      179.33     -14.062     -6.5581  3.9906E+05      467.53
2024  05  11  02  47   0.000     -147.97      45.520      471.63      1863.5     -267.43      91.987     0.29972    0.019180     0.59992     0.38090  0.00065131   0.0095923      0.0000  3.8784E+05      3129.9      1936.8      22.635      1026.1  3.7156E+05     -8764.4     -355.64      85.539      1.3404  6.4798E-12      4574.9      495.70  3.9058E+05      483.82      471.63  1.1028E-06  9.1171E-10      613.65      179.75     -21.300     -6.1522      179.75     -21.298     -6.1608  3.8805E+05      471.61
2024  05  11  02  48   0.000     -148.09      41.690      471.73      1861.9     -231.85      57.731     0.33532    0.018579     0.60376     0.37766  0.00063011   0.0097262      0.0000  3.9211E+05      3103.7      1934.0      22.778      990.26  3.7613E+05     -2751.2     -311.07      58.449     -6.5029  6.4502E-12      3752.7      493.54  4.0935E+05      483.76      471.73  1.2273E-06  1.0642E-09      594.13      180.57     -28.591     -4.9380      180.57     -28.590     -4.9501  3.9222E+05      471.81
2024  05  11  02  49   0.000     -148.22      37.860      471.85      1849.0     -195.91      34.660     0.63511    0.016787     0.61980     0.36341  0.00056091    0.010284      0.0000  4.1760E+05      3028.8      1921.9      23.558      877.91  4.0070E+05      2000.7     -265.60      37.504     -12.750  6.4261E-12      3236.5      488.56  4.4759E+05      483.73      471.85  1.4598E-06  1.3473E-09      535.33      181.55     -32.903     -2.6336      181.55     -32.903     -2.6490  4.1786E+05      468.37
2024  05  11  02  50   0.000     -148.37      34.030      472.02      1826.8     -160.40      19.163     0.99322    0.014190     0.64467     0.34113  0.00046068    0.011280      0.0000  4.7055E+05      2876.8      1901.6      25.213      712.18  4.5160E+05      5652.2     -217.10      21.470     -16.944  6.4126E-12      2621.8      482.99  5.1889E+05      483.74      472.02  1.8494E-06  1.8297E-09      448.57      182.73     -37.883     0.69083      182.73     -37.885     0.67237  4.7125E+05      468.43
2024  05  11  02  51   0.000     -148.52      30.210      472.20      1796.2     -128.61      9.8677      1.4351    0.011147     0.67720     0.31165  0.00034744    0.012797      0.0000  5.7396E+05      2577.2      1869.9      28.498      516.74  5.5161E+05      8336.6     -169.98      10.128     -19.266  6.4130E-12      2263.8      479.33  6.4721E+05      483.78      472.20  2.5583E-06  2.7363E-09      346.53      183.80     -40.069      4.6615      183.80     -40.073      4.6406  5.7521E+05      468.65
2024  05  11  02  52   0.000     -148.69      26.380      472.42      1759.9     -103.16      3.7210      1.7777   0.0080748     0.71451     0.27741  0.00023931    0.014709      0.0000  7.2827E+05      2183.4      1819.9      33.417      334.45  7.0075E+05      10271.     -143.92      5.3363     -20.430  6.4254E-12      2675.5      472.36  8.2347E+05      483.85      472.42  3.6555E-06  4.2086E-09      245.05      184.80     -38.662      8.9934      184.80     -38.667      8.9712  7.3014E+05      468.96
2024  05  11  02  53   0.000     -148.85      22.550      472.66      1720.6     -80.566     -1.5192      1.6335   0.0054550     0.75265     0.24190  0.00015390    0.016752      0.0000  9.2397E+05      1896.3      1754.8      39.905      206.98  8.8334E+05      11525.     -107.21    0.068700     -21.072  6.4452E-12      1915.9      453.58  1.0558E+06      483.95      472.66  5.1682E-06  6.3995E-09      160.86      185.64     -35.679      11.916      185.64     -35.684      11.894  9.3757E+05      449.77
2024  05  11  02  54   0.000     -149.03      18.720      472.92      1682.9     -58.412     -6.3765      1.2350   0.0035198     0.78667     0.20981  9.4286E-05    0.018432      0.0000  1.1443E+06      1740.5      1697.7      48.097      124.37  1.0838E+06      12390.     -73.797     -3.6893     -21.496  6.4634E-12      1501.7      432.51  1.3517E+06      484.08      472.91  6.9938E-06  9.1986E-09      100.01      186.31     -32.260      13.705      186.32     -32.266      13.685  1.2041E+06      423.95
