# Data printout from CCMC-simulation: version PD4D-1.3
# Data type:  TIE-GCM  ionosphere
# Run name:   Nick_Gross_071624_IT_1
# Missing data:          NaN
# Coordinate System: GEO
# Satellite Track: gracefo1_512972009515
# Output data: field with 1x7181=7181 elements
# Year Month Day Hour Min Sec    Lon    Lat    H            T_n        Vn_Lon        Vn_Lat        WN        rho(O2)        rho(O)        N2        rho(NO)        rho(N4S)        HE        N_e        T_e        T_i        TEC        N(O2+)        N(O+)        PHI        Vi_Lon        Vi_Lat        Vi_IP        DEN        QJOULE        HMF2        NMF2        Z        ZG        SIGMA_PED        SIGMA_HAL        NO_COOL        T_lbc        Vlbc_Lon        Vlbc_Lat        TN_lbc        VN,lbc_Lon        VN,lbc_Lat        NmF2        HmF2        
#  [year]  [month]  [day]  [h]  [m]  [s]  [deg]  [deg]  [km]  [K]  [m/s]  [m/s]  [m/s]  [mmr]  [mmr]  [mmr]  [mmr]  [mmr]  [mmr]  [cm-3]  [K]  [K]  [TECU]  [cm-3]  [cm-3]  [V]  [m/s]  [m/s]  [m/s]  [kg/m3]  [mW/kg]  [km]  [cm-3]  [km]  [km]  [S/m]  [S/m]  [mW/kg]  [K]  [m/s]  [m/s]  [K]  [m/s]  [m/s]  [cm-3]  [km]
2024  05  10  11  57   0.000     -104.21     -25.150      490.07      1040.7      2.3125     -38.668     -2.6535  0.00050830     0.97001    0.029488  4.9309E-06   0.0023069      0.0000  1.9407E+05      1620.6      1214.5      9.3152      1.1259  1.8290E+05      8013.9      9.4270     -21.470      30.652  1.0008E-12      501.98      350.20  3.9123E+05      500.89      490.07  2.4160E-07  5.6157E-11     0.37502      181.59      45.434      21.232      181.59      45.437      21.206  3.9780E+05      353.65
2024  05  10  11  58   0.000     -104.38     -21.340      490.15      1044.4      3.8053     -43.984     -2.9306  0.00053447     0.96851    0.030954  5.3125E-06   0.0023861      0.0000  2.2114E+05      1369.7      1170.1      9.6959      1.1023  2.0844E+05      8010.4      14.618     -16.262      27.083  1.0087E-12      674.42      353.63  3.9051E+05      500.88      490.16  2.8980E-07  6.8935E-11     0.40969      181.52      45.052      23.366      181.52      45.055      23.337  3.8196E+05      364.21
2024  05  10  11  59   0.000     -104.55     -17.530      490.17      1047.9      4.2512     -50.271     -3.1674  0.00055800     0.96712    0.032328  5.6293E-06   0.0022747      0.0000  2.3199E+05      1181.7      1109.1      9.4518     0.91908  2.2140E+05      7999.9      17.846     -11.641      23.547  1.0165E-12      930.90      350.92  3.5313E+05      500.82      490.18  3.1760E-07  7.6413E-11     0.43996      180.91      37.686      20.553      180.91      37.688      20.523  3.4783E+05      352.61
2024  05  10  12  00   0.000     -104.73     -13.720      490.14      1051.8      3.1287     -56.522     -3.2540  0.00057662     0.96582    0.033604  5.8745E-06   0.0021668      0.0000  2.3868E+05      1132.4      1091.6      9.8459     0.80446  2.2851E+05      8002.4      19.356     -7.5974      20.144  1.0245E-12      1266.1      347.35  3.7561E+05      500.72      490.14  3.3545E-07  8.1626E-11     0.46573      179.70      31.096      16.095      179.69      31.097      16.068  3.8827E+05      354.05
2024  05  10  12  01   0.000     -104.91     -9.9100      490.04      1056.4      1.9824     -63.257     -3.3172  0.00059044     0.96466    0.034752  6.0129E-06   0.0021143      0.0000  2.9807E+05      1104.3      1083.7      10.665     0.85775  2.8402E+05      8013.2      17.054     -4.0976      17.741  1.0346E-12      2069.6      374.72  4.5386E+05      500.58      490.04  4.1793E-07  1.0224E-10     0.48594      177.94      24.463      9.9350      177.93      24.462      9.9138  4.3833E+05      385.13
2024  05  10  12  02   0.000     -105.09     -6.1000      489.87      1061.3      2.4890     -71.106     -3.4665  0.00060501     0.96356    0.035834  6.1166E-06   0.0020252      0.0000  3.5297E+05      1090.7      1080.7      9.5056     0.92750  3.4018E+05      8046.4      18.348     -1.7579      16.008  1.0486E-12      3201.5      418.84  4.7168E+05      500.39      489.88  4.9370E-07  1.2130E-10     0.50810      175.88      17.994      2.0009      175.88      17.992      1.9871  4.0223E+05      433.83
2024  05  10  12  03   0.000     -105.27     -2.2800      489.65      1067.3      2.0748     -79.576     -3.6082  0.00062349     0.96245    0.036928  6.2857E-06   0.0018587      0.0000  3.3949E+05      1117.3      1097.1      7.7885      1.2601  3.3351E+05      8100.2      21.011     0.10418      15.267  1.0649E-12      4066.0      457.12  4.1207E+05      500.15      489.65  4.6707E-07  1.1419E-10     0.53882      173.77      14.949     -4.8167      173.76      14.947     -4.8220  3.4884E+05      473.46
2024  05  10  12  04   0.000     -105.46      1.5300      489.36      1075.0     -1.4153     -87.240     -3.5682  0.00064987     0.96113    0.038217  6.5361E-06   0.0016611      0.0000  2.9143E+05      1239.0      1143.3      6.4022      1.9559  2.8725E+05      8181.2      22.370      2.1152      15.018  1.0834E-12      4425.8      481.03  3.3890E+05      499.87      489.36  3.8308E-07  9.2854E-11     0.58110      172.13      14.753     -10.459      172.12      14.750     -10.456  2.9533E+05      482.76
2024  05  10  12  05   0.000     -105.64      5.3400      489.01      1085.0     -11.353     -92.907     -3.2140  0.00068735     0.95945    0.039858  6.9066E-06   0.0015148      0.0000  2.2782E+05      1732.6      1240.9      5.4214      3.9389  2.1977E+05      8322.2      24.002      4.1496      14.995  1.1043E-12      4251.0      476.71  2.6981E+05      499.55      489.01  2.7853E-07  6.7208E-11     0.64038      170.88      17.252     -13.615      170.88      17.248     -13.604  2.3340E+05      475.91
2024  05  10  12  06   0.000     -105.82      9.1500      488.60      1095.8     -29.856     -95.972     -2.8673  0.00072946     0.95769    0.041573  7.3443E-06   0.0013974      0.0000  1.5208E+05      2890.6      1301.6      4.3556      7.8402  1.4381E+05      8511.5      23.648      6.7106      15.401  1.1276E-12      3508.1      467.61  1.9516E+05      499.19      488.60  1.7006E-07  4.0296E-11     0.71152      170.60      20.620     -13.863      170.60      20.616     -13.846  1.6130E+05      457.19
2024  05  10  12  07   0.000     -106.00      12.970      488.14      1106.6     -59.656     -97.512     -2.8015  0.00076403     0.95647    0.042769  7.6956E-06   0.0012172      0.0000  1.0481E+05      3654.6      1271.0      3.7035      12.794      97584.      8737.8      20.383      10.295      16.497  1.1532E-12      3210.3      459.61  1.2119E+05      498.77      488.14  1.0521E-07  2.3978E-11     0.77930      171.08      22.628     -11.174      171.07      22.624     -11.153  1.1380E+05      440.32
2024  05  10  12  08   0.000     -106.18      16.780      487.62      1120.7     -94.973     -101.00     -2.8473  0.00081004     0.95469    0.044499  8.0694E-06  0.00098939      0.0000      95224.      3868.7      1275.7      3.7832      16.261      87887.      8959.4      14.168      15.018      18.024  1.1803E-12      4090.8      457.67      93942.      498.34      487.62  8.6490E-08  1.8988E-11     0.85864      172.14      28.494     -6.0387      172.14      28.491     -6.0154  1.0502E+05      427.13
2024  05  10  12  09   0.000     -106.35      20.590      487.05      1144.5     -123.20     -109.23     -2.4640  0.00098520     0.94718    0.051835  1.0007E-05   0.0010022      0.0000      96448.      3917.4      1303.9      4.1789      22.063      88029.      9133.5      7.9295      20.182      19.322  1.2079E-12      5460.9      453.52      91423.      497.88      487.05  7.9435E-08  1.6808E-11      1.1310      173.76      32.312     0.34390      173.77      32.309     0.36702  1.1000E+05      415.67
2024  05  10  12  10   0.000     -106.52      24.410      486.44      1182.3     -131.40     -118.94     -1.3393   0.0014856     0.92834    0.070170  1.7232E-05   0.0015291      0.0000  1.0097E+05      3893.2      1346.6      4.7165      37.702      90744.      9241.3      3.1867      24.706      19.676  1.2421E-12      6392.6      445.47      95459.      497.38      486.44  7.5526E-08  1.5629E-11      2.1242      175.78      33.631      6.3793      175.78      33.628      6.4004  1.1871E+05      402.30
2024  05  10  12  11   0.000     -106.69      28.220      485.78      1227.2     -127.10     -124.35    -0.57839   0.0023140     0.90241    0.095282  3.2098E-05   0.0024267      0.0000  1.0646E+05      3860.6      1392.9      5.3113      64.283      94488.      9281.2     -2.0217      27.979      18.798  1.2780E-12      6636.1      435.49  1.0278E+05      496.87      485.78  7.2675E-08  1.4717E-11      4.3106      177.95      34.470      11.302      177.96      34.465      11.319  1.2898E+05      387.92
2024  05  10  12  12   0.000     -106.85      32.030      485.09      1267.2     -132.12     -124.15    -0.71910   0.0031792     0.87965     0.11717  5.1995E-05   0.0035311      0.0000  1.1164E+05      3844.1      1434.2      5.9248      91.372      98484.      9237.0     -7.4799      29.641      16.898  1.3099E-12      6951.1      421.74  1.1221E+05      496.33      485.10  7.0131E-08  1.3800E-11      7.4688      179.94      32.790      14.849      179.95      32.785      14.862  1.4107E+05      369.53
2024  05  10  12  13   0.000     -107.00      35.850      484.37      1300.6     -153.16     -121.04     -1.0146   0.0039120     0.86163     0.13446  7.3742E-05   0.0048764      0.0000  1.1642E+05      3839.2      1471.2      6.5489      113.93  1.0238E+05      9083.8     -12.174      29.761      14.408  1.3411E-12      7831.3      403.98  1.2395E+05      495.78      484.37  6.7929E-08  1.2985E-11      11.186      181.60      27.329      16.131      181.60      27.324      16.139  1.5515E+05      351.54
2024  05  10  12  14   0.000     -107.14      39.670      483.63      1329.4     -180.43     -118.22    -0.97201   0.0045183     0.84595     0.14953  9.5793E-05   0.0064248      0.0000  1.2073E+05      3845.7      1506.4      7.1582      133.41  1.0590E+05      8845.7     -13.378      28.508      11.862  1.3747E-12      9353.7      385.19  1.3828E+05      495.21      483.63  6.6104E-08  1.2321E-11      15.240      182.99      22.068      15.388      182.99      22.062      15.393  1.6988E+05      343.74
2024  05  10  12  15   0.000     -107.27      43.480      482.86      1355.3     -201.96     -117.08    -0.67412   0.0050453     0.83133     0.16362  0.00011669   0.0079550      0.0000  1.2465E+05      3857.5      1538.6      7.7333      152.01  1.0910E+05      8595.0     -10.198      25.938      9.4178  1.4139E-12      11080.      367.37  1.5451E+05      494.64      482.87  6.4805E-08  1.1868E-11      19.437      183.87      16.355      13.188      183.88      16.350      13.190  1.8402E+05      329.95
2024  05  10  12  16   0.000     -107.38      47.300      482.09      1378.5     -210.62     -117.32    -0.26025   0.0055322     0.81711     0.17735  0.00013577   0.0092806      0.0000  1.2809E+05      3869.8      1566.8      8.2579      173.47  1.1190E+05      8458.3      1.3422      20.707      6.9681  1.4717E-12      12636.      352.91  1.7143E+05      494.03      482.09  6.4831E-08  1.2033E-11      24.002      184.27      9.7406      10.587      184.28      9.7367      10.587  1.9656E+05      324.27
2024  05  10  12  17   0.000     -107.47      51.110      481.30      1399.5     -207.19     -117.80     0.19319   0.0059688     0.80361     0.19042  0.00015297    0.010426      0.0000  1.3106E+05      3879.8      1592.0      8.7257      195.05  1.1429E+05      8672.6      24.791      11.061      4.2850  1.5325E-12      14112.      341.46  1.8729E+05      493.42      481.30  6.5258E-08  1.2282E-11      28.561      184.28      4.2644      7.7948      184.28      4.2613      7.7930  2.0746E+05      316.21
2024  05  10  12  18   0.000     -107.53      54.930      480.52      1418.6     -186.27     -115.14     0.73585   0.0063319     0.79125     0.20241  0.00016886    0.011456      0.0000  1.3228E+05      3975.7      1609.6      9.3673      221.48  1.1478E+05      9595.7      57.334     -2.6930      1.7153  1.5899E-12      14415.      329.09  2.0544E+05      492.81      480.52  6.5139E-08  1.2400E-11      33.033      183.77     0.27229      5.3217      183.77     0.27012      5.3192  2.2195E+05      308.68
2024  05  10  12  19   0.000     -107.55      58.750      479.75      1436.2     -144.81     -109.47      1.4507   0.0066535     0.77988     0.21347  0.00018381    0.012124      0.0000  1.4213E+05      3956.8      1637.2      11.407      250.67  1.2214E+05      11354.      120.10     -19.860     0.15806  1.6393E-12      16620.      316.46  2.4655E+05      492.20      479.75  6.9342E-08  1.3334E-11      37.335      183.22     -2.3751      3.2824      183.22     -2.3763      3.2796  2.6115E+05      300.82
2024  05  10  12  20   0.000     -107.52      62.560      478.98      1446.9     -110.54     -104.39      4.2892   0.0068034     0.77367     0.21953  0.00018624    0.012082      0.0000  1.4989E+05      3936.6      1731.0      12.067      257.16  1.2895E+05      15973.      278.44     -52.525    -0.96037  1.6791E-12      35668.      313.53  2.7533E+05      491.59      478.98  7.4550E-08  1.4642E-11      38.904      182.50     -4.6146      1.9476      182.50     -4.6154      1.9448  2.7611E+05      294.29
2024  05  10  12  21   0.000     -107.40      66.380      478.24      1449.6     -168.34     -88.959      6.2287   0.0063469     0.78102     0.21263  0.00016980    0.012799      0.0000  1.5757E+05      3903.6      1785.6      11.294      217.38  1.3771E+05      24794.      284.37     -45.793    -0.42669  1.7127E-12      50284.      326.04  2.6917E+05      490.98      478.24  8.1913E-08  1.6528E-11      36.589      181.86     -5.1498      1.0122      181.86     -5.1501      1.0095  2.6718E+05      301.15
2024  05  10  12  22   0.000     -107.15      70.200      477.52      1450.7     -372.04     -74.900      2.6598   0.0060556     0.78348     0.21047  0.00016348    0.013893      0.0000  1.7011E+05      3853.1      1658.0      11.870      201.80  1.4986E+05      27000.     -130.08      39.340      2.3889  1.7777E-12      19795.      325.30  2.8551E+05      490.37      477.52  9.1726E-08  1.9067E-11      36.770      181.40     -5.8277     0.48623      181.40     -5.8278     0.48364  2.8418E+05      302.89
2024  05  10  12  23   0.000     -106.66      74.010      476.83      1452.7     -512.50     -71.014      2.8694   0.0061997     0.77629     0.21752  0.00016844    0.014693      0.0000  1.8005E+05      3816.9      1631.3      12.385      215.33  1.5914E+05      20165.     -382.69      105.06      6.3910  1.9172E-12      13281.      325.49  2.9095E+05      489.78      476.83  1.0525E-07  2.3710E-11      40.727      181.18     -6.4194     0.13612      181.18     -6.4194     0.13372  2.9189E+05      306.89
2024  05  10  12  24   0.000     -105.74      77.820      476.17      1460.2     -546.73     -64.535      4.0267   0.0064452     0.76619     0.22737  0.00017307    0.015482      0.0000  1.9525E+05      3765.4      1640.9      13.111      228.04  1.7329E+05      9010.7     -477.67      145.87      10.037  2.0601E-12      14769.      331.43  3.0356E+05      489.21      476.17  1.2370E-07  2.9834E-11      44.753      181.07     -6.3744    0.093973      181.07     -6.3744    0.091652  3.0556E+05      320.69
2024  05  10  12  25   0.000     -103.76      81.630      475.55      1472.7     -524.39     -40.879      6.9876   0.0069305     0.75456     0.23851  0.00018657    0.014785      0.0000  2.2891E+05      3667.5      1664.7      14.612      228.16  2.0561E+05     -3509.6     -488.13      177.34      12.827  2.1775E-12      17294.      344.94  3.3133E+05      488.67      475.55  1.5547E-07  3.9249E-11      50.825      180.95     -6.1401     0.27204      180.95     -6.1401     0.26971  3.3410E+05      329.86
2024  05  10  12  26   0.000     -98.143      85.400      474.98      1484.4     -455.50      21.176      4.2069   0.0071462     0.75024     0.24261  0.00019421    0.013614      0.0000  2.5689E+05      3593.2      1671.2      16.014      223.39  2.3294E+05     -15530.     -376.32      179.79      12.366  2.2564E-12      13235.      350.63  3.5762E+05      488.13      474.97  1.8319E-07  4.8015E-11      55.275      180.97     -6.3037      1.1237      180.97     -6.3040      1.1212  3.5721E+05      334.61
2024  05  10  12  27   0.000     -54.195      88.780      474.44      1479.6     -263.16      226.11      2.4476   0.0060291     0.76612     0.22784  0.00015120    0.015456      0.0000  3.1105E+05      3455.4      1671.9      18.565      173.27  2.8387E+05     -25284.     -154.93      306.44      12.409  2.3187E-12      9005.0      358.35  4.2231E+05      487.62      474.45  2.3294E-07  6.4068E-11      45.011      181.03     -3.8825      5.4857      181.03     -3.8845      5.4843  4.2503E+05      348.38
2024  05  10  12  28   0.000      50.507      86.680      473.96      1457.7      169.99      167.98      1.7259   0.0031424     0.80586     0.19100  7.4222E-05    0.018458      0.0000  3.5194E+05      3355.5      1658.7      20.843      98.251  3.1878E+05     -32409.      233.38      50.165      10.270  2.4195E-12      10334.      354.79  4.9319E+05      487.12      473.96  2.8023E-07  8.3142E-11      23.679      181.05      6.1990      2.1135      181.05      6.1983      2.1158  4.9646E+05      334.37
2024  05  10  12  29   0.000      59.923      82.940      473.53      1465.9      2.3169      141.37      1.3662   0.0030779     0.80635     0.19057  7.0128E-05    0.017880      0.0000  3.7418E+05      3290.9      1678.2      22.140      95.068  3.3928E+05     -36879.      89.826     0.81903      3.9543  2.4906E-12      16877.      353.08  5.3080E+05      486.66      473.53  3.0552E-07  9.3277E-11      23.305      181.08      6.5877     0.85161      181.08      6.5875     0.85409  5.3722E+05      334.31
2024  05  10  12  30   0.000      62.633      79.140      473.14      1483.8     -235.02      144.35      2.0863   0.0039136     0.79252     0.20357  9.3526E-05    0.016382      0.0000  4.0786E+05      3202.9      1701.2      23.559      114.07  3.7292E+05     -35098.     -303.96     -2.8501     -16.713  2.6114E-12      20106.      359.66  5.5718E+05      486.24      473.14  3.4557E-07  1.0874E-10      32.663      180.97      6.7926     0.18469      180.97      6.7927     0.18729  5.5708E+05      351.47
2024  05  10  12  31   0.000      63.818      75.330      472.81      1497.9     -216.47      117.51      6.2660   0.0043109     0.78382     0.21188  0.00010420    0.016851      0.0000  4.8199E+05      3028.0      1745.6      27.342      121.11  4.4179E+05     -23944.     -422.29      14.101     -23.690  2.7610E-12      41957.      367.92  6.4451E+05      485.87      472.82  4.2727E-07  1.3992E-10      38.520      180.85      6.6463    -0.46600      180.85      6.6468    -0.46339  6.4585E+05      357.94
2024  05  10  12  32   0.000      64.421      71.510      472.53      1500.6     -105.82      77.553      5.1718   0.0038936     0.79373     0.20237  9.3610E-05    0.017556      0.0000  5.9551E+05      2710.1      1727.8      33.102      102.39  5.4450E+05     -15887.     -238.15      9.3253     -14.023  2.8799E-12      22207.      371.12  7.8732E+05      485.50      472.53  5.4937E-07  1.9009E-10      36.804      180.75      5.9101     -1.3285      180.75      5.9110     -1.3260  8.2055E+05      359.99
2024  05  10  12  33   0.000      64.739      67.690      472.31      1500.7     -71.163      56.338      3.5323   0.0034612     0.80457     0.19197  8.1079E-05    0.017608      0.0000  6.9080E+05      2401.8      1703.1      35.363      76.807  6.3434E+05     -11795.     -148.56      8.1123     -8.6339  2.9466E-12      9716.7      383.77  8.7960E+05      485.18      472.31  6.5763E-07  2.3500E-10      33.126      180.50      4.8782     -2.2017      180.50      4.8793     -2.1996  9.2987E+05      368.73
2024  05  10  12  34   0.000      64.899      63.870      472.13      1505.5     -56.893      41.526      3.2453   0.0034148     0.80773     0.18886  7.9609E-05    0.018552      0.0000  8.0145E+05      2165.3      1686.0      39.037      67.140  7.3547E+05     -8728.9     -107.41      7.7257     -5.8624  2.9935E-12      5015.2      393.43  1.0283E+06      484.90      472.13  7.7859E-07  2.8406E-10      33.388      180.11      3.4248     -3.1824      180.11      3.4266     -3.1811  1.0772E+06      380.00
2024  05  10  12  35   0.000      64.959      60.040      472.01      1504.6     -26.890      30.028      2.7673   0.0031966     0.81448     0.18232  7.3802E-05    0.019135      0.0000  9.6022E+05      1886.5      1638.1      44.415      55.430  8.8248E+05     -6846.1     -66.361      2.6982     -3.9457  3.0447E-12      3746.1      399.79  1.2217E+06      484.65      472.01  9.6163E-07  3.5922E-10      31.724      179.62     0.24933     -4.0825      179.62     0.25129     -4.0822  1.2590E+06      380.98
2024  05  10  12  36   0.000      64.955      56.220      471.93      1502.9     -7.7389      20.030      2.6362   0.0029751     0.82121     0.17583  6.7998E-05    0.019454      0.0000  1.0495E+06      1801.2      1616.6      47.643      49.206  9.6507E+05     -5714.2     -39.308     -1.8069     -3.1716  3.0913E-12      2626.0      399.66  1.3495E+06      484.44      471.93  1.0919E-06  4.1931E-10      29.874      179.43     -3.9640     -4.9161      179.43     -3.9618     -4.9173  1.3768E+06      381.91
2024  05  10  12  37   0.000      64.907      52.390      471.90      1500.9     -1.8452      11.881      2.5223   0.0028294     0.82672     0.17045  6.4213E-05    0.019691      0.0000  1.1285E+06      1736.2      1596.6      50.372      44.948  1.0397E+06     -5015.5     -27.981     -4.4322     -3.3452  3.1287E-12      1849.9      399.25  1.4552E+06      484.27      471.90  1.2290E-06  4.8548E-10      28.674      179.33     -9.4057     -5.4267      179.33     -9.4037     -5.4302  1.4721E+06      382.70
2024  05  10  12  38   0.000      64.826      48.560      471.91      1498.3    -0.26700      5.2285      2.4117   0.0027080     0.83162     0.16567  6.1117E-05    0.019895      0.0000  1.2008E+06      1682.6      1577.7      52.764      41.463  1.1087E+06     -4490.3     -22.261     -6.1133     -3.8392  3.1582E-12      1304.9      398.72  1.5494E+06      484.13      471.91  1.3758E-06  5.5951E-10      27.628      179.51     -15.733     -5.4836      179.50     -15.731     -5.4898  1.5571E+06      383.34
2024  05  10  12  39   0.000      64.721      44.730      471.97      1494.8     -1.5332    0.010616      2.2983   0.0025971     0.83606     0.16134  5.8337E-05    0.020083      0.0000  1.2690E+06      1636.1      1558.7      54.884      38.428  1.1748E+06     -4068.5     -20.182     -6.9051     -4.4548  3.1786E-12      938.00      398.39  1.6346E+06      484.04      471.97  1.5410E-06  6.4638E-10      26.572      180.03     -23.082     -4.7225      180.03     -23.081     -4.7320  1.6346E+06      383.80
2024  05  10  12  40   0.000      64.598      40.910      472.06      1490.2     -4.5604     -4.2244      2.1933   0.0024904     0.84030     0.15721  5.5692E-05    0.020274      0.0000  1.3470E+06      1589.3      1537.6      57.198      35.446  1.2513E+06     -3678.0     -20.200     -6.9253     -4.9619  3.1907E-12      681.16      398.47  1.7256E+06      483.98      472.06  1.7428E-06  7.5466E-10      25.454      180.89     -29.742     -3.1971      180.88     -29.743     -3.2098  1.7190E+06      384.09
2024  05  10  12  41   0.000      64.461      37.080      472.18      1483.7     -9.0047     -7.4447      2.0588   0.0023852     0.84452     0.15309  5.3118E-05    0.020476      0.0000  1.4522E+06      1540.9      1512.8      60.322      32.372  1.3556E+06     -3290.3     -21.971     -6.1790     -5.1747  3.1948E-12      544.11      399.28  1.8404E+06      483.96      472.18  2.0177E-06  9.0374E-10      24.250      181.93     -33.640    -0.41829      181.92     -33.641    -0.43412  1.8287E+06      384.21
2024  05  10  12  42   0.000      64.313      33.250      472.33      1476.0     -14.083     -9.6323      1.8815   0.0022827     0.84875     0.14897  5.0642E-05    0.020681      0.0000  1.5914E+06      1501.1      1489.7      64.570      29.399  1.4932E+06     -2893.0     -24.696     -4.9114     -4.9768  3.1931E-12      490.99      401.01  1.9917E+06      483.97      472.33  2.3877E-06  1.1084E-09      23.015      183.01     -38.354      3.0144      183.01     -38.357      2.9958  1.9759E+06      384.20
2024  05  10  12  43   0.000      64.156      29.420      472.52      1467.3     -19.411     -10.785      1.6716   0.0021856     0.85291     0.14490  4.8348E-05    0.020848      0.0000  1.7882E+06      1475.4      1472.1      70.577      26.609  1.6842E+06     -2486.0     -28.109     -3.3303     -4.2763  3.1865E-12      507.16      404.28  2.2081E+06      484.01      472.52  2.9114E-06  1.4046E-09      21.811      184.00     -39.622      7.1603      184.00     -39.627      7.1398  2.1889E+06      384.08
2024  05  10  12  44   0.000      63.993      25.590      472.72      1458.2     -24.486     -11.128      1.4457   0.0021008     0.85693     0.14097  4.6429E-05    0.020830      0.0000  2.0863E+06      1460.1      1459.4      78.585      24.005  1.9722E+06     -2083.5     -31.667     -1.8039     -3.1571  3.1759E-12      567.03      413.55  2.4950E+06      484.09      472.72  3.6994E-06  1.8576E-09      20.752      184.87     -37.572      11.190      184.87     -37.577      11.168  2.4760E+06      400.30
2024  05  10  12  45   0.000      63.824      21.760      472.95      1449.4     -28.745     -10.890      1.2523   0.0020415     0.86059     0.13738  4.5164E-05    0.020373      0.0000  2.4194E+06      1450.2      1449.9      85.390      21.983  2.3102E+06     -1705.6     -35.346    -0.58843     -1.7337  3.1633E-12      658.49      434.87  2.6802E+06      484.19      472.95  4.6966E-06  2.4511E-09      19.982      185.61     -34.569      13.811      185.61     -34.575      13.789  2.6665E+06      418.51
2024  05  10  12  46   0.000      63.650      17.930      473.19      1441.6     -30.945     -10.310      1.1563   0.0020140     0.86365     0.13434  4.4539E-05    0.019508      0.0000  2.3234E+06      1442.3      1442.1      82.577      21.517  2.2612E+06     -1378.6     -37.092    0.066187    -0.20965  3.1522E-12      626.74      468.16  2.3858E+06      484.33      473.20  4.9499E-06  2.6742E-09      19.517      186.05     -30.414      15.012      186.06     -30.421      14.992  2.3718E+06      448.96
2024  05  10  12  47   0.000      63.474      14.100      473.45      1435.3     -31.445     -9.2990      1.1810   0.0019970     0.86618     0.13183  4.4027E-05    0.018729      0.0000  1.7540E+06      1436.7      1436.2      70.700      22.813  1.7259E+06     -1129.7     -41.133     0.10892      1.1497  3.1433E-12      554.06      493.63  1.7575E+06      484.49      473.46  4.0475E-06  2.2587E-09      19.144      186.08     -23.390      14.368      186.09     -23.395      14.352  1.7572E+06      477.82
2024  05  10  12  48   0.000      63.295      10.270      473.73      1430.5     -31.821     -8.1243      1.3658   0.0019712     0.86854     0.12949  4.3279E-05    0.018291      0.0000  1.4207E+06      1433.2      1432.0      61.362      23.912  1.3899E+06     -980.58     -41.156    -0.44247      2.0512  3.1345E-12      381.72      483.53  1.4054E+06      484.68      473.73  3.4475E-06  1.9770E-09      18.704      186.00     -19.229      10.635      186.00     -19.233      10.624  1.4250E+06      462.35
2024  05  10  12  49   0.000      63.114      6.4400      474.01      1426.4     -32.537     -7.1395      1.4197   0.0019376     0.87118     0.12688  4.2343E-05    0.018015      0.0000  1.3714E+06      1429.3      1428.0      59.418      23.528  1.3389E+06     -938.52     -44.225     -1.4358      2.3028  3.1253E-12      380.61      479.68  1.3510E+06      484.91      474.00  3.4461E-06  2.0113E-09      18.204      186.16     -15.960      4.8364      186.16     -15.963      4.8300  1.3786E+06      462.29
2024  05  10  12  50   0.000      62.933      2.6200      474.29      1422.7     -32.471     -6.0505      1.3461   0.0018993     0.87422     0.12388  4.1282E-05    0.017822      0.0000  1.5050E+06      1424.8      1423.9      63.745      22.011  1.4768E+06     -1025.8     -42.303     -2.3569      1.7151  3.1152E-12      324.12      489.99  1.4839E+06      485.16      474.30  3.8457E-06  2.2549E-09      17.668      186.19     -12.523     -2.1316      186.20     -12.525     -2.1324  1.5082E+06      466.90
2024  05  10  12  51   0.000      62.751     -1.2100      474.59      1419.5     -32.766     -4.6842      1.1973   0.0018512     0.87758     0.12057  3.9999E-05    0.017818      0.0000  1.9420E+06      1420.4      1420.1      74.499      19.492  1.9113E+06     -1216.8     -41.687     -3.0751     0.42630  3.1044E-12      286.29      490.54  1.9334E+06      485.44      474.58  4.9409E-06  2.8839E-09      17.052      186.57     -12.028     -9.3234      186.58     -12.030     -9.3189  1.9466E+06      471.48
2024  05  10  12  52   0.000      62.569     -5.0400      474.89      1417.4     -32.699     -3.8700      1.4150   0.0017890     0.88081     0.11740  3.8333E-05    0.018280      0.0000  2.4804E+06      1418.0      1417.8      86.582      17.510  2.3950E+06     -1515.2     -40.815     -3.2077     -1.4116  3.0922E-12      338.89      453.68  2.6111E+06      485.75      474.88  6.0438E-06  3.4865E-09      16.292      187.14     -14.506     -15.050      187.14     -14.508     -15.041  2.6232E+06      435.58
2024  05  10  12  53   0.000      62.388     -8.8700      475.19      1416.2     -29.730     -4.1370      1.7829   0.0017332     0.88371     0.11455  3.6682E-05    0.018834      0.0000  2.4040E+06      1417.0      1416.8      87.858      16.959  2.2768E+06     -1885.3     -39.316     -2.7726     -3.3874  3.0773E-12      511.38      418.25  2.8567E+06      486.09      475.19  5.5490E-06  3.1446E-09      15.538      187.66     -20.208     -18.798      187.66     -20.210     -18.786  2.8760E+06      401.79
2024  05  10  12  54   0.000      62.208     -12.700      475.49      1415.6     -23.992     -5.6631      2.2438   0.0017005     0.88641     0.11190  3.5491E-05    0.018900      0.0000  2.0031E+06      1418.9      1417.8      79.544      17.257  1.8842E+06     -2310.9     -36.034     -1.5379     -5.1957  3.0559E-12      759.99      397.80  2.6045E+06      486.44      475.50  4.3975E-06  2.4331E-09      14.959      188.10     -27.512     -18.650      188.11     -27.514     -18.636  2.6231E+06      383.52
